sector,date,avg_price,price_std,min_price,max_price,total_volume,volatility
Technology,2023-02-14,89.63,113.41,22.21,317.73,6121632,0.02
Technology,2023-02-15,90.23,115.54,22.25,322.83,4970736,0.01
Technology,2023-02-16,89.91,116.09,22.22,323.85,4989894,0.02
Technology,2023-02-17,90.91,118.34,22.33,329.53,3707928,0.01
Technology,2023-02-18,90.96,118.15,22.77,329.23,4290945,0.02
Technology,2023-02-19,91.68,119.07,22.68,331.57,5419008,0.02
Technology,2023-02-20,90.95,118.67,22.99,330.16,3294730,0.03
Technology,2023-02-21,91.2,119.64,23.26,332.38,3556655,0.02
Technology,2023-02-22,91.9,120.34,22.88,334.44,3162818,0.01
Technology,2023-02-23,91.86,121.67,22.3,337.15,2965698,0.03
Technology,2023-02-24,92.59,122.84,22.58,340.13,2839226,0.03
Technology,2023-02-25,93.68,125.57,22.6,346.81,2120903,0.01
Technology,2023-02-26,92.3,122.78,22.62,339.63,2594304,0.01
Technology,2023-02-27,91.44,120.53,22.13,333.83,2144496,0.02
Technology,2023-02-28,91.24,119.82,22.39,332.08,2540402,0.02
Technology,2023-03-01,91.65,119.9,22.93,332.48,2575397,0.03
Technology,2023-03-02,92.55,122.74,22.71,339.37,2543398,0.02
Technology,2023-03-03,91.71,121.06,22.01,334.99,1607507,0.03
Technology,2023-03-04,92.48,123.41,21.49,340.49,1661544,0.02
Technology,2023-03-05,92.66,125.06,21.13,344.19,2117292,0.01
Technology,2023-03-06,93.1,126.03,21.67,346.84,2147631,0.01
Technology,2023-03-07,92.78,125.98,21.82,346.56,2150582,0.01
Technology,2023-03-08,92.52,125.52,22.27,345.38,2628430,0.01
Technology,2023-03-09,93.1,126.84,22.71,348.48,3614467,0.02
Technology,2023-03-10,93.65,127.4,22.52,350.06,3916625,0.02
Technology,2023-03-11,93.71,127.27,22.49,349.88,5286530,0.01
Technology,2023-03-12,92.57,125.37,22.16,345.11,2876096,0.03
Technology,2023-03-13,91.48,125.47,21.65,344.49,2694583,0.01
Technology,2023-03-14,91.94,127.45,21.88,349.25,3658953,0.02
Technology,2023-03-15,91.59,127.37,22.36,348.92,3454437,0.02
Technology,2023-03-16,90.67,123.16,22.26,339.06,5470192,0.02
Technology,2023-03-17,91.09,124.33,22.42,341.8,6741735,0.02
Technology,2023-03-18,91.98,126.14,22.83,346.53,3683988,0.01
Technology,2023-03-19,91.77,125.3,23.17,344.67,4058780,0.03
Technology,2023-03-20,91.59,125.2,22.64,344.17,4296138,0.02
Technology,2023-03-21,90.51,123.04,22.97,338.81,4021302,0.02
Technology,2023-03-22,90.84,123.07,22.46,338.99,3784050,0.02
Technology,2023-03-23,91.43,124.64,22.72,343.03,3676272,0.02
Technology,2023-03-24,91.76,126.88,22.46,348.22,4343068,0.02
Technology,2023-03-25,92.29,126.39,22.55,347.66,4949452,0.02
Technology,2023-03-26,91.18,123.2,22.65,339.92,3275570,0.03
Technology,2023-03-27,92.04,123.53,22.8,341.4,3214078,0.02
Technology,2023-03-28,93.21,126.33,22.49,348.18,3530686,0.03
Technology,2023-03-29,91.88,124.09,22.68,342.38,3934651,0.01
Technology,2023-03-30,92.0,123.13,23.31,340.69,4958893,0.02
Technology,2023-03-31,91.03,123.26,23.23,340.03,4619923,0.02
Technology,2023-04-01,90.85,121.49,23.33,336.14,3236384,0.02
Technology,2023-04-02,90.49,120.17,23.74,333.13,3825715,0.01
Technology,2023-04-03,91.08,123.17,23.37,340.1,5409652,0.03
Technology,2023-04-04,91.59,123.92,24.1,342.2,4461315,0.01
Technology,2023-04-05,90.63,121.91,23.77,337.33,4553113,0.03
Technology,2023-04-06,89.62,120.54,22.7,333.44,6925348,0.02
Technology,2023-04-07,90.96,121.52,23.04,336.68,6878523,0.01
Technology,2023-04-08,91.13,122.01,23.28,337.84,6888549,0.01
Technology,2023-04-09,92.09,123.77,24.88,342.44,7850933,0.03
Technology,2023-04-10,91.12,123.01,24.37,339.98,9057166,0.01
Technology,2023-04-11,91.2,122.67,24.61,339.23,8024561,0.03
Technology,2023-04-12,90.42,122.5,23.59,338.06,7861864,0.02
Technology,2023-04-13,88.97,117.62,24.96,326.5,9321266,0.03
Technology,2023-04-14,89.62,118.7,25.53,329.31,8052878,0.02
Technology,2023-04-15,88.34,116.35,24.7,323.3,10223410,0.02
Technology,2023-04-16,89.12,120.02,23.74,331.83,9976347,0.03
Technology,2023-04-17,89.93,121.88,23.92,336.49,9581433,0.01
Technology,2023-04-18,90.03,122.26,23.73,337.49,8807182,0.02
Technology,2023-04-19,90.46,123.58,24.06,340.71,9039730,0.01
Technology,2023-04-20,91.79,125.92,23.22,346.65,9030906,0.02
Technology,2023-04-21,92.11,126.8,23.03,348.73,11860668,0.01
Technology,2023-04-22,92.27,127.77,22.85,350.85,11492672,0.01
Technology,2023-04-23,93.51,130.23,23.72,357.17,8615706,0.02
Technology,2023-04-24,93.61,131.45,22.91,359.91,7976684,0.02
Technology,2023-04-25,93.52,129.75,24.32,356.37,7258938,0.03
Technology,2023-04-26,93.48,130.55,23.97,358.12,8495554,0.02
Technology,2023-04-27,93.58,130.12,24.25,357.31,9154763,0.02
Technology,2023-04-28,94.44,131.71,24.17,361.34,10526447,0.01
Technology,2023-04-29,93.57,131.32,23.69,359.76,8135739,0.02
Technology,2023-04-30,93.63,131.68,23.34,360.43,5031474,0.03
Technology,2023-05-01,94.93,135.77,23.17,370.22,4458777,0.02
Technology,2023-05-02,94.41,134.35,23.23,366.87,4586525,0.02
Technology,2023-05-03,94.51,134.62,22.91,367.49,5227734,0.02
Technology,2023-05-04,95.35,135.35,22.96,369.7,4268513,0.02
Technology,2023-05-05,95.31,136.24,22.51,371.45,3776230,0.01
Technology,2023-05-06,94.89,135.61,22.35,369.69,4291274,0.01
Technology,2023-05-07,93.84,132.83,21.54,362.8,4452199,0.03
Technology,2023-05-08,94.76,136.25,21.58,370.78,4917086,0.03
Technology,2023-05-09,95.67,140.21,21.15,379.93,5695870,0.02
Technology,2023-05-10,95.36,139.87,20.66,378.85,4660134,0.02
Technology,2023-05-11,94.6,139.98,20.53,378.49,4829597,0.01
Technology,2023-05-12,94.25,139.53,20.68,377.38,5835525,0.02
Technology,2023-05-13,92.84,137.35,21.02,371.57,4146420,0.02
Technology,2023-05-14,92.96,137.79,21.81,372.72,3623667,0.02
Technology,2023-05-15,93.1,137.46,21.88,372.16,2785720,0.03
Technology,2023-05-16,92.99,136.87,22.37,370.95,2821918,0.02
Technology,2023-05-17,92.11,135.95,22.93,368.32,3004170,0.02
Technology,2023-05-18,91.29,134.12,23.21,363.84,3839714,0.02
Technology,2023-05-19,92.12,134.44,23.36,365.27,3131224,0.01
Technology,2023-05-20,90.07,129.08,23.65,352.23,4189804,0.03
Technology,2023-05-21,90.57,130.08,23.99,354.7,5117331,0.03
Technology,2023-05-22,91.5,131.12,23.88,357.66,6101883,0.01
Technology,2023-05-23,92.0,131.56,23.85,359.02,6502125,0.02
Technology,2023-05-24,92.14,131.91,24.74,360.02,8126156,0.02
Technology,2023-05-25,93.3,133.32,25.25,363.99,8897190,0.01
Technology,2023-05-26,93.81,135.04,25.93,368.12,11353710,0.02
Technology,2023-05-27,93.28,134.2,25.89,365.79,9295265,0.01
Technology,2023-05-28,93.89,135.8,25.72,369.71,7497047,0.02
Technology,2023-05-29,94.21,136.64,25.38,371.82,5534009,0.02
Technology,2023-05-30,94.16,136.28,25.1,371.0,1682668,0.01
Technology,2023-05-31,93.43,135.46,24.86,368.56,1787779,0.01
Technology,2023-06-01,92.76,134.25,25.15,365.39,1230536,0.01
Technology,2023-06-02,92.65,132.77,26.0,362.14,1245272,0.03
Technology,2023-06-03,92.7,133.85,26.16,364.52,1219224,0.02
Technology,2023-06-04,92.02,132.28,25.68,360.58,1612152,0.02
Technology,2023-06-05,93.49,135.28,25.64,368.27,1453623,0.02
Technology,2023-06-06,94.39,138.74,25.88,376.41,1524023,0.02
Technology,2023-06-07,94.89,139.63,26.26,378.7,1973864,0.01
Technology,2023-06-08,95.77,142.1,26.46,384.58,2126073,0.02
Technology,2023-06-09,96.69,144.59,26.23,390.61,2421444,0.01
Technology,2023-06-10,96.72,144.34,26.1,390.17,1603067,0.02
Technology,2023-06-11,97.21,143.81,25.71,389.47,1312631,0.02
Technology,2023-06-12,96.76,143.22,26.11,387.88,1336614,0.01
Technology,2023-06-13,96.15,142.47,26.26,385.68,1612735,0.02
Technology,2023-06-14,95.03,141.13,25.64,381.9,2280825,0.01
Technology,2023-06-15,95.46,141.59,24.88,383.19,1867764,0.02
Technology,2023-06-16,94.72,140.88,24.09,381.03,1583149,0.01
Technology,2023-06-17,95.62,142.77,24.81,385.96,1763758,0.02
Technology,2023-06-18,96.44,143.25,24.3,387.67,1899752,0.02
Technology,2023-06-19,95.67,142.13,23.97,384.53,1545062,0.02
Technology,2023-06-20,94.5,138.7,23.58,376.24,2167681,0.02
Technology,2023-06-21,93.59,136.22,23.75,370.29,2025774,0.02
Technology,2023-06-22,93.26,135.98,23.65,369.54,2043408,0.01
Technology,2023-06-23,93.31,136.31,23.58,370.12,2307030,0.03
Technology,2023-06-24,94.52,140.18,23.39,379.23,2562156,0.03
Technology,2023-06-25,93.75,138.27,22.87,374.51,3605397,0.01
Technology,2023-06-26,95.16,140.86,23.37,381.2,3944999,0.01
Technology,2023-06-27,95.8,141.95,23.54,384.05,3215665,0.01
Technology,2023-06-28,96.58,143.95,24.53,389.03,2964134,0.03
Technology,2023-06-29,95.93,142.84,24.91,386.1,3050394,0.02
Technology,2023-06-30,97.25,144.6,24.63,390.95,2560335,0.02
Technology,2023-07-01,97.11,143.9,25.44,389.28,2589097,0.03
Technology,2023-07-02,97.73,146.09,26.0,394.43,2518638,0.02
Technology,2023-07-03,97.84,145.44,26.13,393.13,3015554,0.01
Technology,2023-07-04,96.92,142.72,25.99,386.63,2410835,0.02
Technology,2023-07-05,95.2,137.98,25.94,375.19,1391743,0.02
Technology,2023-07-06,94.76,136.9,26.34,372.62,1269232,0.02
Technology,2023-07-07,93.43,134.92,26.33,367.27,1247545,0.02
Technology,2023-07-08,93.73,134.16,27.2,366.03,1153044,0.01
Technology,2023-07-09,94.18,133.91,27.08,365.97,1290844,0.02
Technology,2023-07-10,93.23,131.67,26.65,360.4,1226298,0.02
Technology,2023-07-11,93.34,131.54,26.12,360.16,844583,0.02
Technology,2023-07-12,93.08,131.53,26.34,359.9,936702,0.02
Technology,2023-07-13,93.9,132.9,26.87,363.52,1061352,0.01
Technology,2023-07-14,94.03,133.14,26.63,364.14,1381773,0.02
Technology,2023-07-15,94.46,133.69,27.62,365.83,1507847,0.02
Technology,2023-07-16,93.89,132.53,26.91,362.8,1276335,0.01
Technology,2023-07-17,93.83,132.39,27.07,362.57,1346649,0.02
Technology,2023-07-18,93.28,131.63,26.04,360.46,1261665,0.02
Technology,2023-07-19,93.92,132.22,26.63,362.46,1175617,0.03
Technology,2023-07-20,93.02,131.43,27.49,360.04,1252661,0.02
Technology,2023-07-21,92.41,129.45,27.19,355.18,1411237,0.03
Technology,2023-07-22,93.63,132.14,27.0,361.81,1369285,0.02
Technology,2023-07-23,95.29,135.56,27.3,370.45,1566052,0.03
Technology,2023-07-24,94.79,134.81,26.84,368.39,1647477,0.01
Technology,2023-07-25,95.89,134.01,28.0,367.7,1469803,0.02
Technology,2023-07-26,95.41,132.64,27.33,364.24,1190876,0.02
Technology,2023-07-27,95.75,132.2,27.92,363.53,1006035,0.04
Technology,2023-07-28,97.85,136.48,27.42,374.4,1065592,0.02
Technology,2023-07-29,97.02,132.96,27.27,366.18,906798,0.03
Technology,2023-07-30,96.2,129.97,27.02,359.05,939263,0.02
Technology,2023-07-31,96.84,130.72,26.66,361.17,1023012,0.02
Technology,2023-08-01,95.83,130.21,26.37,359.18,1004740,0.02
Technology,2023-08-02,96.23,130.54,25.63,360.08,1069142,0.03
Technology,2023-08-03,96.94,130.47,25.7,360.45,1051356,0.02
Technology,2023-08-04,96.78,129.42,25.75,357.89,1034887,0.02
Technology,2023-08-05,95.24,127.27,25.89,352.23,1107814,0.04
Technology,2023-08-06,94.83,127.54,25.5,352.42,1055569,0.02
Technology,2023-08-07,94.87,127.95,25.48,353.27,1054317,0.02
Technology,2023-08-08,94.2,125.73,25.91,348.08,978396,0.02
Technology,2023-08-09,93.88,124.49,26.25,345.46,774727,0.02
Technology,2023-08-10,94.38,124.86,26.98,346.63,676348,0.02
Technology,2023-08-11,94.21,123.24,26.32,342.98,711519,0.02
Technology,2023-08-12,94.14,123.13,26.99,343.04,818441,0.03
Technology,2023-08-13,94.73,122.9,26.83,342.97,961733,0.03
Technology,2023-08-14,93.31,120.21,26.35,336.01,900904,0.01
Technology,2023-08-15,93.54,118.76,25.67,332.99,936144,0.02
Technology,2023-08-16,93.53,118.94,25.72,333.38,913875,0.01
Technology,2023-08-17,94.19,119.69,26.06,335.66,1078376,0.01
Technology,2023-08-18,93.59,118.82,26.43,333.42,1394109,0.01
Technology,2023-08-19,92.79,118.45,27.16,332.04,1306275,0.02
Technology,2023-08-20,92.2,118.57,27.3,331.72,1338621,0.02
Technology,2023-08-21,92.63,117.91,28.57,330.66,1139097,0.02
Technology,2023-08-22,92.24,118.08,27.98,330.54,1249150,0.01
Technology,2023-08-23,92.23,120.22,26.45,334.99,1266952,0.03
Technology,2023-08-24,91.12,117.45,26.49,328.03,1418703,0.02
Technology,2023-08-25,91.2,118.53,26.56,330.35,1424267,0.01
Technology,2023-08-26,89.45,115.49,25.98,322.25,1263770,0.01
Technology,2023-08-27,89.84,117.26,26.28,326.06,1392745,0.03
Technology,2023-08-28,90.39,118.99,26.72,330.21,1658944,0.02
Technology,2023-08-29,90.68,119.3,27.06,331.4,2193516,0.02
Technology,2023-08-30,91.5,121.21,26.37,336.09,1956824,0.02
Technology,2023-08-31,92.83,122.09,26.96,339.14,2453303,0.01
Technology,2023-09-01,92.26,119.05,26.56,331.89,2934558,0.03
Technology,2023-09-02,92.85,119.95,25.66,334.2,2734781,0.02
Technology,2023-09-03,91.8,119.07,24.97,331.44,3047795,0.01
Technology,2023-09-04,91.99,119.99,25.64,333.66,3137542,0.03
Technology,2023-09-05,93.64,121.51,26.66,338.33,3196576,0.01
Technology,2023-09-06,92.51,118.12,27.06,330.29,2726918,0.02
Technology,2023-09-07,93.47,119.64,27.7,334.43,3266276,0.01
Technology,2023-09-08,94.26,121.41,27.88,338.78,2225457,0.02
Technology,2023-09-09,93.62,120.22,28.09,335.81,3072855,0.03
Utilities,2023-01-01,100.03,92.34,31.76,277.89,22343181,
Utilities,2023-01-02,100.39,92.98,31.93,275.32,20173586,0.02
Utilities,2023-01-03,99.57,91.08,31.25,269.58,18767404,0.02
Utilities,2023-01-04,100.4,90.62,31.63,265.9,17935113,0.02
Utilities,2023-01-05,100.57,89.43,31.68,264.83,18239229,0.02
Utilities,2023-01-06,100.86,89.32,31.75,266.78,16315385,0.01
Utilities,2023-01-07,100.99,90.35,32.44,267.18,15062365,0.02
Utilities,2023-01-08,100.33,90.04,31.66,266.69,14660152,0.02
Utilities,2023-01-09,100.61,90.22,32.45,265.6,16766625,0.02
Utilities,2023-01-10,101.19,90.85,32.69,268.93,18131588,0.02
Utilities,2023-01-11,101.19,91.52,32.14,270.95,20954069,0.02
Utilities,2023-01-12,101.24,91.7,31.73,272.7,31156474,0.01
Utilities,2023-01-13,101.32,93.05,31.69,273.21,29664333,0.02
Utilities,2023-01-14,102.09,93.65,31.54,272.4,43036121,0.01
Utilities,2023-01-15,102.77,93.83,32.58,269.63,32069586,0.01
Utilities,2023-01-16,102.47,94.39,32.58,268.69,30201980,0.03
Utilities,2023-01-17,102.29,93.14,32.44,267.35,22098388,0.02
Utilities,2023-01-18,102.5,93.1,31.61,268.27,23624713,0.02
Utilities,2023-01-19,103.12,94.51,30.8,270.15,18711698,0.02
Utilities,2023-01-20,104.21,95.64,30.76,273.97,20696780,0.02
Utilities,2023-01-21,103.77,95.0,31.61,275.8,26791819,0.02
Utilities,2023-01-22,103.15,92.96,32.12,274.5,18129425,0.02
Utilities,2023-01-23,102.6,92.66,31.36,274.87,19909075,0.02
Utilities,2023-01-24,103.92,93.81,31.67,277.39,18424100,0.02
Utilities,2023-01-25,103.96,94.67,30.43,280.04,22670109,0.02
Utilities,2023-01-26,104.0,95.0,30.27,282.88,27250721,0.01
Utilities,2023-01-27,103.15,94.27,29.07,282.58,18329298,0.02
Utilities,2023-01-28,102.84,93.49,29.41,274.93,16093569,0.02
Utilities,2023-01-29,102.25,91.46,30.18,266.55,16566534,0.02
Utilities,2023-01-30,102.62,91.43,29.82,265.46,11127432,0.02
Utilities,2023-01-31,102.73,91.87,30.41,266.01,8971677,0.01
Utilities,2023-02-01,102.38,92.08,29.91,267.58,10206441,0.01
Utilities,2023-02-02,101.6,90.61,29.95,265.46,9426896,0.01
Utilities,2023-02-03,102.71,90.86,30.07,266.28,6447950,0.01
Utilities,2023-02-04,102.79,91.0,29.96,267.1,5181043,0.02
Utilities,2023-02-05,103.3,90.81,30.91,269.05,4630054,0.01
Utilities,2023-02-06,103.07,89.74,30.61,264.54,3967830,0.01
Utilities,2023-02-07,102.86,89.23,29.99,262.97,5027300,0.02
Utilities,2023-02-08,102.85,90.09,30.08,263.65,3829352,0.02
Utilities,2023-02-09,103.73,91.72,30.67,269.0,4026950,0.02
Utilities,2023-02-10,103.89,91.18,30.0,268.05,3376699,0.02
Utilities,2023-02-11,103.71,91.0,29.28,266.81,3456462,0.02
Utilities,2023-02-12,104.08,90.95,29.66,268.13,3784941,0.01
Utilities,2023-02-13,104.62,91.53,28.91,270.86,3165577,0.02
Utilities,2023-02-14,105.29,91.63,29.29,271.67,2369064,0.02
Utilities,2023-02-15,105.83,93.48,28.97,280.54,2616792,0.03
Utilities,2023-02-16,105.67,93.78,27.57,278.58,3024973,0.02
Utilities,2023-02-17,106.49,94.85,28.0,278.69,2461665,0.01
Utilities,2023-02-18,105.87,94.86,27.98,280.2,2890222,0.02
Utilities,2023-02-19,106.0,94.85,28.08,280.25,3340141,0.01
Utilities,2023-02-20,105.55,94.54,28.02,276.71,2870508,0.01
Utilities,2023-02-21,105.92,94.41,28.55,280.53,2825862,0.02
Utilities,2023-02-22,105.48,93.18,29.02,274.57,2716682,0.02
Utilities,2023-02-23,105.2,91.71,29.42,268.79,3127600,0.01
Utilities,2023-02-24,105.63,92.55,29.36,271.72,3415378,0.01
Utilities,2023-02-25,106.72,93.87,30.19,273.34,4053019,0.02
Utilities,2023-02-26,106.95,93.72,30.57,275.32,3931922,0.02
Utilities,2023-02-27,106.74,92.97,29.44,274.23,3745210,0.02
Utilities,2023-02-28,107.08,93.51,29.28,273.85,4099821,0.02
Utilities,2023-03-01,106.97,93.55,28.95,270.6,4487622,0.02
Utilities,2023-03-02,107.05,92.91,28.53,269.47,4798858,0.01
Utilities,2023-03-03,106.77,92.35,28.42,268.48,5030518,0.02
Utilities,2023-03-04,106.65,91.99,28.74,266.78,3693940,0.01
Utilities,2023-03-05,107.11,91.67,28.87,267.36,3838043,0.01
Utilities,2023-03-06,105.97,89.77,29.35,262.86,4767773,0.02
Utilities,2023-03-07,105.75,88.19,29.83,262.45,4142951,0.02
Utilities,2023-03-08,106.01,89.64,29.72,264.36,4737218,0.01
Utilities,2023-03-09,106.74,91.63,29.53,266.61,3677553,0.02
Utilities,2023-03-10,107.46,93.09,30.05,270.39,3893398,0.01
Utilities,2023-03-11,106.45,91.73,29.34,270.13,4365451,0.02
Utilities,2023-03-12,106.18,91.61,29.89,273.47,4290510,0.02
Utilities,2023-03-13,106.05,91.67,30.15,276.3,4418493,0.01
Utilities,2023-03-14,106.19,92.39,29.03,276.84,3568975,0.01
Utilities,2023-03-15,105.99,91.42,29.05,273.06,3763441,0.01
Utilities,2023-03-16,107.12,93.07,28.76,278.13,3899274,0.03
Utilities,2023-03-17,106.08,91.77,28.78,276.52,3952153,0.02
Utilities,2023-03-18,105.18,91.76,27.34,274.3,4225781,0.02
Utilities,2023-03-19,104.97,90.03,27.11,270.98,3929081,0.02
Utilities,2023-03-20,104.66,89.21,27.35,271.37,4130396,0.02
Utilities,2023-03-21,104.5,89.53,26.81,271.36,4020475,0.02
Utilities,2023-03-22,104.02,89.68,26.88,274.78,4849546,0.02
Utilities,2023-03-23,104.84,89.66,26.79,272.29,4671271,0.01
Utilities,2023-03-24,105.37,89.9,27.03,272.0,6006843,0.01
Utilities,2023-03-25,106.49,92.26,26.38,279.93,6382296,0.02
Utilities,2023-03-26,107.11,92.89,26.75,282.65,6614803,0.01
Utilities,2023-03-27,107.49,94.27,25.96,286.05,6459247,0.02
Utilities,2023-03-28,107.63,94.49,26.41,285.82,6950320,0.03
Utilities,2023-03-29,107.12,93.85,26.88,285.01,6160304,0.01
Utilities,2023-03-30,106.68,94.85,26.75,285.23,5703348,0.01
Utilities,2023-03-31,107.41,95.18,26.92,284.14,4976854,0.02
Utilities,2023-04-01,106.28,94.56,26.34,279.53,4071358,0.01
Utilities,2023-04-02,106.54,95.32,26.38,282.78,4240555,0.02
Utilities,2023-04-03,106.51,95.15,25.65,278.71,4456519,0.02
Utilities,2023-04-04,107.09,95.81,25.78,281.3,3991228,0.01
Utilities,2023-04-05,107.27,95.1,25.39,281.28,3089944,0.02
Utilities,2023-04-06,107.16,94.45,25.83,279.28,2465136,0.01
Utilities,2023-04-07,106.42,93.3,24.94,278.05,3019488,0.02
Utilities,2023-04-08,107.06,94.4,24.74,281.36,2735222,0.03
Utilities,2023-04-09,107.01,94.07,25.04,281.78,2441080,0.01
Utilities,2023-04-10,107.09,93.76,24.51,281.69,2529682,0.02
Utilities,2023-04-11,107.42,94.22,25.06,281.08,2567216,0.02
Utilities,2023-04-12,107.62,95.89,24.74,285.17,3098548,0.02
Utilities,2023-04-13,108.36,97.3,25.0,291.96,3115437,0.01
Utilities,2023-04-14,108.8,98.48,25.92,294.27,2649304,0.02
Utilities,2023-04-15,108.79,99.05,25.26,295.34,2613947,0.02
Utilities,2023-04-16,109.18,99.6,25.82,295.6,2555370,0.01
Utilities,2023-04-17,108.38,97.46,25.76,288.56,2770496,0.02
Utilities,2023-04-18,108.19,96.57,26.18,281.69,2607454,0.02
Utilities,2023-04-19,108.19,95.86,25.34,282.03,2206073,0.02
Utilities,2023-04-20,107.94,96.24,25.5,283.83,2018863,0.01
Utilities,2023-04-21,108.66,96.95,25.47,283.1,1927674,0.02
Utilities,2023-04-22,109.32,98.11,25.96,289.25,1982312,0.01
Utilities,2023-04-23,109.33,99.65,26.52,292.6,1994014,0.02
Utilities,2023-04-24,109.41,99.55,26.24,291.88,2095191,0.01
Utilities,2023-04-25,109.89,99.73,26.3,288.69,2027383,0.02
Utilities,2023-04-26,109.48,99.09,26.09,290.17,2267796,0.02
Utilities,2023-04-27,109.77,98.46,26.95,283.8,2252162,0.02
Utilities,2023-04-28,109.86,98.65,26.22,282.38,2462708,0.01
Utilities,2023-04-29,110.0,97.25,25.12,279.06,2279346,0.03
Utilities,2023-04-30,110.53,97.93,24.51,284.5,1739475,0.02
Utilities,2023-05-01,110.67,98.1,24.41,283.32,1519910,0.02
Utilities,2023-05-02,109.84,96.96,24.33,279.1,1342217,0.01
Utilities,2023-05-03,110.32,97.76,24.1,282.23,1390349,0.01
Utilities,2023-05-04,110.33,96.85,24.61,280.67,1295947,0.01
Utilities,2023-05-05,111.11,98.67,24.36,283.19,1321007,0.02
Utilities,2023-05-06,110.97,98.69,24.2,283.83,1347392,0.01
Utilities,2023-05-07,110.82,98.17,23.28,285.53,1336352,0.02
Utilities,2023-05-08,111.36,98.3,23.55,282.52,1318873,0.01
Utilities,2023-05-09,111.47,97.66,23.08,280.13,1454392,0.02
Utilities,2023-05-10,111.85,97.96,22.98,281.76,1468743,0.02
Utilities,2023-05-11,111.8,98.19,22.46,286.23,1313449,0.02
Utilities,2023-05-12,112.2,98.86,22.19,290.1,1257721,0.02
Utilities,2023-05-13,112.18,97.97,22.37,286.24,1170870,0.01
Utilities,2023-05-14,111.96,96.79,22.29,280.82,1216778,0.02
Utilities,2023-05-15,112.35,97.96,22.61,285.26,1260466,0.01
Utilities,2023-05-16,112.32,97.98,23.28,281.75,1174782,0.02
Utilities,2023-05-17,113.11,98.87,23.04,285.22,1076449,0.02
Utilities,2023-05-18,112.69,99.5,21.99,284.5,1064250,0.02
Utilities,2023-05-19,113.94,100.65,22.24,288.34,1139046,0.02
Utilities,2023-05-20,113.99,99.81,22.2,287.82,1102890,0.03
Utilities,2023-05-21,115.18,100.2,22.04,290.08,1031326,0.02
Utilities,2023-05-22,115.14,100.71,21.54,289.96,1120857,0.02
Utilities,2023-05-23,115.52,100.06,22.31,288.51,1257756,0.01
Utilities,2023-05-24,115.05,99.1,21.81,287.17,1230169,0.03
Utilities,2023-05-25,115.28,99.76,21.34,286.96,1134827,0.02
Utilities,2023-05-26,115.67,100.24,21.48,290.15,1218102,0.01
Utilities,2023-05-27,116.17,101.46,20.73,293.25,1254448,0.02
Utilities,2023-05-28,115.2,99.01,20.73,287.82,1334643,0.01
Utilities,2023-05-29,115.96,100.99,20.16,292.06,1347849,0.02
Utilities,2023-05-30,116.01,101.3,19.78,291.54,1599869,0.01
Utilities,2023-05-31,115.79,101.22,19.73,295.88,1926087,0.01
Utilities,2023-06-01,114.89,99.75,19.17,288.89,1688519,0.02
Utilities,2023-06-02,115.99,100.67,19.73,289.38,1697996,0.02
Utilities,2023-06-03,116.14,100.67,20.09,291.54,1529291,0.01
Utilities,2023-06-04,115.87,100.95,19.79,293.71,1365272,0.01
Utilities,2023-06-05,117.36,102.71,19.9,296.36,1517627,0.01
Utilities,2023-06-06,118.33,104.02,20.32,300.93,1330950,0.02
Utilities,2023-06-07,117.72,103.19,19.4,299.69,1663542,0.02
Utilities,2023-06-08,117.03,102.33,18.85,297.49,2035840,0.01
Utilities,2023-06-09,116.88,101.41,19.02,294.08,2462225,0.01
Utilities,2023-06-10,116.26,100.4,18.29,293.33,2393477,0.02
Utilities,2023-06-11,117.14,101.3,18.83,293.33,1726781,0.02
Utilities,2023-06-12,117.87,103.32,19.21,300.79,1914009,0.01
Utilities,2023-06-13,119.19,105.71,20.11,304.91,1879315,0.02
Utilities,2023-06-14,118.32,104.49,19.99,299.24,1773265,0.02
Utilities,2023-06-15,118.49,104.53,20.04,300.76,1727634,0.01
Utilities,2023-06-16,117.97,105.03,20.37,304.28,1788599,0.02
Utilities,2023-06-17,117.46,105.08,19.92,306.53,1565653,0.02
Utilities,2023-06-18,117.33,103.89,19.93,304.43,1541906,0.02
Utilities,2023-06-19,117.52,105.76,18.89,305.45,1497038,0.02
Utilities,2023-06-20,117.92,106.37,19.25,306.27,1397963,0.01
Utilities,2023-06-21,117.4,105.88,19.25,303.17,1638585,0.01
Utilities,2023-06-22,117.5,104.84,19.55,298.36,1713253,0.01
Utilities,2023-06-23,118.77,106.16,19.47,303.68,1856408,0.01
Utilities,2023-06-24,118.71,106.51,19.55,304.38,1776605,0.02
Utilities,2023-06-25,119.51,106.97,19.93,304.14,1695829,0.02
Utilities,2023-06-26,120.07,107.84,19.64,306.32,2029259,0.01
Utilities,2023-06-27,120.46,108.34,18.78,309.07,2602629,0.02
Utilities,2023-06-28,120.57,109.24,19.25,313.14,2484145,0.02
Utilities,2023-06-29,122.03,109.92,19.44,312.36,2372413,0.01
Utilities,2023-06-30,122.92,110.2,19.74,313.59,2012833,0.02
Utilities,2023-07-01,123.43,111.05,20.26,316.1,2246352,0.01
Utilities,2023-07-02,123.86,112.13,20.66,320.06,2521404,0.02
Utilities,2023-07-03,124.62,112.85,21.3,327.03,1915408,0.01
Utilities,2023-07-04,124.21,114.31,20.72,327.01,2059090,0.02
Utilities,2023-07-05,124.98,115.94,20.81,330.21,2079667,0.02
