employee_id,department,education,education_field,gender,age,tenure,marital_status,distance_from_home,job_role,salary,bonus,job_satisfaction,performance_rating,overtime,attrition,salary_category,tenure_group,age_group
EMP1194,HR,Bachelor,Other,Female,23,0,Single,7.0,HR Specialist,47163.33,7546.14,4,5,No,No,Low,,18-25
EMP1195,Customer Service,PhD,Medical,Female,47,1,Married,7.5,Customer Support,64530.29,1677.29,3,1,Yes,No,Medium,0-2 years,46-55
EMP1196,Finance,High School,Life Sciences,Female,53,3,Single,21.1,CFO,100282.3,14194.33,5,2,No,No,High,3-5 years,46-55
EMP1197,Technology,High School,Technical,Female,27,10,Married,37.6,IT Support,56184.35,1822.14,5,3,No,No,Medium,6-10 years,26-35
EMP1198,Customer Service,High School,Other,Male,53,6,Married,45.2,Customer Support,38179.21,6302.39,4,1,No,No,Low,6-10 years,46-55
EMP1199,Technology,Bachelor,Marketing,Female,25,6,Married,12.9,Data Scientist,108272.65,2719.84,1,4,Yes,Yes,High,6-10 years,18-25
EMP1200,Sales,Master,Medical,Male,32,2,Single,6.6,BD Manager,124666.51,6028.41,5,1,No,Yes,High,0-2 years,26-35
EMP1201,Sales,PhD,Other,Male,38,2,Single,23.2,Sales Manager,149920.27,26714.78,4,2,No,No,High,0-2 years,36-45
EMP1202,Technology,PhD,Other,Male,59,2,Married,4.3,DevOps,142986.99,32071.87,2,4,No,No,High,0-2 years,55+
EMP1203,Finance,Bachelor,Life Sciences,Female,45,21,Married,12.5,Accountant,83191.06,7759.05,5,4,No,No,Medium,10+ years,36-45
EMP1204,Marketing,Bachelor,Medical,Female,26,0,Married,6.7,Marketing Specialist,56446.05,6684.47,2,1,Yes,Yes,Medium,,26-35
EMP1205,R&D,Master,Medical,Male,55,10,Single,16.0,Lab Technician,74193.05,8214.97,1,2,No,Yes,Medium,6-10 years,46-55
EMP1206,Customer Service,Master,Medical,Female,27,4,Divorced,4.1,Service Manager,85900.59,3614.41,5,4,No,No,Medium,3-5 years,26-35
EMP1207,Customer Service,Bachelor,Life Sciences,Male,43,2,Single,3.2,Support Specialist,45996.36,3754.81,4,3,No,No,Low,0-2 years,36-45
EMP1208,Finance,PhD,Medical,Male,32,6,Divorced,37.6,CFO,244626.82609999998,24326.08,3,3,No,No,Very High,6-10 years,26-35
EMP1209,R&D,Master,Life Sciences,Female,37,3,Divorced,1.6,Lab Technician,62519.89,668.9,5,5,Yes,No,Medium,3-5 years,36-45
EMP1210,Sales,Master,Marketing,Female,54,10,Married,10.6,Account Executive,103531.22,11410.83,5,5,Yes,No,High,6-10 years,46-55
EMP1211,Marketing,PhD,Life Sciences,Male,30,11,Single,3.7,Content Writer,82929.53,2831.39,5,2,No,Yes,Medium,10+ years,26-35
EMP1212,R&D,Master,Technical,Male,27,2,Single,0.6,Research Director,131667.72,4501.64,5,4,Yes,No,High,0-2 years,26-35
EMP1213,Sales,PhD,Medical,Male,37,1,Divorced,0.6,BD Manager,157260.41,7522.54,4,3,No,No,Very High,0-2 years,36-45
EMP1214,R&D,High School,Technical,Female,50,4,Divorced,2.9,Research Scientist,60715.51,8079.25,4,3,Yes,No,Medium,3-5 years,46-55
EMP1215,HR,Master,Technical,Female,24,12,Divorced,30.2,Recruiter,66150.49,3951.85,3,2,Yes,Yes,Medium,10+ years,18-25
EMP1216,Customer Service,Master,Marketing,Male,41,1,Single,5.0,Service Manager,81220.57,10347.69,4,4,No,No,Medium,0-2 years,36-45
EMP1217,HR,High School,Other,Male,57,4,Single,45.1,CHRO,100052.26,11906.63,4,2,Yes,No,High,3-5 years,55+
EMP1218,R&D,PhD,Marketing,Male,40,4,Single,13.1,Lab Technician,78123.94,12563.68,1,1,No,Yes,Medium,3-5 years,36-45
EMP1219,Customer Service,Master,Life Sciences,Female,47,6,Single,8.6,Service Manager,82586.17,4522.93,1,3,No,Yes,Medium,6-10 years,46-55
EMP1220,Marketing,High School,Life Sciences,Male,24,0,Single,13.0,SEO Analyst,49598.61,3743.57,2,2,No,Yes,Low,,18-25
EMP1221,Finance,PhD,Medical,Male,40,6,Married,10.9,Financial Analyst,106698.14,4889.72,3,2,No,No,High,6-10 years,36-45
EMP1222,HR,Master,Technical,Female,41,11,Divorced,21.3,CHRO,172430.46,4752.3,1,1,Yes,No,Very High,10+ years,36-45
EMP1223,Finance,Bachelor,Marketing,Female,53,0,Single,5.0,Accountant,51297.03,8987.84,3,5,No,No,Medium,,46-55
EMP1224,Sales,High School,Other,Female,28,1,Married,6.5,Sales Representative,38225.19,3499.31,3,3,No,No,Low,0-2 years,26-35
EMP1225,Sales,PhD,Marketing,Female,62,17,Married,33.7,Sales Representative,100817.18,4307.3,5,2,No,No,High,10+ years,55+
EMP1226,Operations,Bachelor,Medical,Male,54,0,Married,43.9,Operations Manager,68413.9,2762.01,3,3,No,Yes,Medium,,46-55
EMP1227,Sales,PhD,Marketing,Male,61,9,Single,33.5,Sales Manager,146073.72,10301.12,5,5,No,No,High,6-10 years,55+
EMP1228,Sales,Bachelor,Other,Male,60,3,Single,8.2,Sales Manager,88258.24,13955.89,2,2,No,Yes,Medium,3-5 years,55+
EMP1229,Customer Service,Bachelor,Other,Female,39,1,Divorced,22.7,Service Manager,61343.3,10492.59,2,1,No,No,Medium,0-2 years,36-45
EMP1230,Marketing,High School,Technical,Female,61,10,Divorced,9.7,Content Writer,43055.66,8250.69,2,3,Yes,Yes,Low,6-10 years,55+
EMP1231,Sales,High School,Technical,Female,22,2,Single,10.3,BD Manager,77187.05,11580.72,5,1,Yes,No,Medium,0-2 years,18-25
EMP1232,Technology,Bachelor,Medical,Male,32,3,Divorced,3.4,Software Engineer,90551.93,7462.39,5,5,No,No,Medium,3-5 years,26-35
EMP1233,Marketing,High School,Technical,Female,49,2,Married,13.4,CMO,92757.88,16187.11,2,5,Yes,Yes,Medium,0-2 years,46-55
EMP1234,Technology,PhD,Life Sciences,Male,46,4,Married,3.1,Software Engineer,138397.5,17428.55,5,3,Yes,No,High,3-5 years,46-55
EMP1235,Technology,Master,Technical,Male,44,0,Single,6.0,Data Scientist,112682.42,16706.21,4,5,Yes,Yes,High,,36-45
EMP1236,Finance,PhD,Life Sciences,Male,52,2,Married,29.0,Financial Analyst,98883.24,14854.13,4,4,No,No,Medium,0-2 years,46-55
EMP1237,R&D,Bachelor,Marketing,Male,51,17,Married,3.5,Research Director,129180.62,6164.77,5,3,No,No,High,10+ years,46-55
EMP1238,Technology,PhD,Life Sciences,Female,63,1,Divorced,1.1,CTO,244626.82609999998,37402.03,5,4,No,No,Very High,0-2 years,55+
EMP1239,Finance,Bachelor,Medical,Female,56,5,Single,1.1,Controller,100569.23,21592.92,1,5,No,No,High,3-5 years,55+
EMP1240,Sales,PhD,Other,Male,28,1,Divorced,42.4,BD Manager,156834.55,6975.05,1,3,No,No,Very High,0-2 years,26-35
EMP1241,Technology,PhD,Medical,Male,37,7,Married,10.6,IT Support,109545.25,5106.71,3,4,No,No,High,6-10 years,36-45
EMP1242,R&D,High School,Medical,Female,47,0,Single,7.9,Research Director,69140.16,8258.98,3,5,No,Yes,Medium,,46-55
EMP1243,Operations,Bachelor,Medical,Male,23,17,Single,25.0,Supply Chain Analyst,73935.96,2022.11,3,2,No,No,Medium,10+ years,18-25
EMP1244,HR,Bachelor,Medical,Female,22,3,Married,27.1,HR Manager,72250.65,10194.84,2,2,No,Yes,Medium,3-5 years,18-25
EMP1245,Finance,Master,Technical,Male,33,1,Married,6.1,Controller,105615.51,6061.19,4,1,No,No,High,0-2 years,26-35
EMP1246,Operations,PhD,Marketing,Male,26,0,Single,17.7,Logistics Coordinator,72594.29,10516.05,2,2,No,Yes,Medium,,26-35
EMP1247,Finance,PhD,Other,Male,58,0,Married,22.1,Financial Analyst,107027.9,11632.95,5,4,No,No,High,,55+
EMP1248,HR,Master,Life Sciences,Female,53,3,Married,15.9,HR Manager,93957.25,6646.62,1,2,No,Yes,Medium,3-5 years,46-55
EMP1249,R&D,Bachelor,Life Sciences,Male,30,2,Single,2.5,Research Director,107612.38,17003.05,5,3,No,No,High,0-2 years,26-35
EMP1250,Marketing,PhD,Marketing,Female,62,8,Single,31.3,Content Writer,89235.53,7624.76,5,3,No,No,Medium,6-10 years,55+
EMP1251,HR,Master,Medical,Male,56,2,Divorced,11.6,CHRO,142670.44,23507.63,1,3,No,No,High,0-2 years,55+
EMP1252,Customer Service,Master,Medical,Male,40,1,Divorced,5.0,Service Manager,72832.21,6364.36,5,2,No,No,Medium,0-2 years,36-45
EMP1253,Operations,Master,Other,Male,37,4,Divorced,8.3,Supply Chain Analyst,78678.26,6828.59,3,2,No,Yes,Medium,3-5 years,36-45
EMP1254,Technology,PhD,Life Sciences,Female,24,6,Married,0.6,Data Scientist,157538.2,9183.72,1,1,No,No,Very High,6-10 years,18-25
EMP1255,Sales,Bachelor,Medical,Male,41,0,Divorced,2.1,BD Manager,87842.39,6767.43,5,5,No,No,Medium,,36-45
EMP1256,Customer Service,Bachelor,Technical,Female,45,0,Divorced,21.8,Support Specialist,45167.06,3861.21,3,1,No,No,Low,,36-45
EMP1257,Technology,Master,Other,Male,54,0,Married,0.0,DevOps,104883.23,16170.44,3,4,No,Yes,High,,46-55
EMP1258,Technology,Master,Technical,Male,45,6,Married,8.1,IT Support,77807.97,3545.39,4,3,No,No,Medium,6-10 years,36-45
EMP1259,Finance,Bachelor,Technical,Female,32,5,Married,11.1,Accountant,66423.01,2573.83,3,2,No,No,Medium,3-5 years,26-35
EMP1260,HR,Master,Marketing,Male,29,3,Divorced,0.8,HR Manager,107159.78,4942.09,2,5,No,No,High,3-5 years,26-35
EMP1261,Marketing,Master,Marketing,Male,57,9,Divorced,54.2,Marketing Specialist,91946.1,10614.52,1,5,No,No,Medium,6-10 years,55+
EMP1262,Operations,Bachelor,Technical,Male,59,8,Single,3.8,Operations Manager,75395.12,6833.1,1,2,Yes,Yes,Medium,6-10 years,55+
EMP1263,Technology,PhD,Marketing,Female,61,4,Divorced,5.4,CTO,244626.82609999998,26099.01,1,1,No,Yes,Very High,3-5 years,55+
EMP1264,Finance,Master,Technical,Male,41,10,Divorced,5.4,Controller,134051.49,24949.44,5,5,No,No,High,6-10 years,36-45
EMP1265,Operations,PhD,Medical,Female,56,1,Married,3.9,Logistics Coordinator,67223.42,3246.2,5,1,No,No,Medium,0-2 years,55+
EMP1266,HR,Master,Marketing,Female,46,0,Married,0.0,Recruiter,52698.99,5674.88,2,2,No,Yes,Medium,,46-55
EMP1267,Marketing,Master,Technical,Female,56,1,Divorced,19.6,SEO Analyst,82271.95,11375.41,3,1,Yes,Yes,Medium,0-2 years,55+
EMP1268,Customer Service,Master,Other,Male,46,0,Single,51.1,Customer Support,53474.92,5990.09,5,3,No,Yes,Medium,,46-55
EMP1269,HR,High School,Other,Male,50,3,Divorced,3.8,HR Specialist,41643.49,1289.14,3,2,No,Yes,Low,3-5 years,46-55
EMP1270,Sales,PhD,Marketing,Female,39,13,Married,16.3,Sales Manager,171005.08,25177.62,3,2,Yes,Yes,Very High,10+ years,36-45
EMP1271,HR,PhD,Other,Female,39,0,Single,20.3,HR Manager,117970.63,13219.24,5,5,No,No,High,,36-45
EMP1272,Technology,Master,Life Sciences,Male,23,0,Single,28.3,Data Scientist,111742.92,5111.37,5,5,No,Yes,High,,18-25
EMP1273,Marketing,Bachelor,Life Sciences,Female,56,3,Divorced,8.2,Marketing Specialist,56380.43,9414.41,2,5,No,Yes,Medium,3-5 years,55+
EMP1274,HR,Master,Other,Male,37,13,Divorced,5.4,HR Specialist,76610.61,2204.99,4,3,Yes,No,Medium,10+ years,36-45
EMP1275,Technology,High School,Technical,Female,62,1,Single,5.9,CTO,112569.42,2292.8,1,3,No,Yes,High,0-2 years,55+
EMP1276,Technology,Master,Other,Female,57,3,Married,18.7,CTO,225580.82,19788.37,5,4,No,No,Very High,3-5 years,55+
EMP1277,Marketing,High School,Other,Female,54,0,Single,25.5,SEO Analyst,48953.85,3538.07,5,2,Yes,No,Low,,46-55
EMP1278,HR,Master,Other,Female,25,0,Married,3.0,Recruiter,61175.28,4239.18,3,5,Yes,No,Medium,,18-25
EMP1279,HR,PhD,Technical,Male,54,21,Divorced,7.0,HR Manager,164107.6,21348.04,4,2,Yes,No,Very High,10+ years,46-55
EMP1280,Finance,Master,Technical,Male,35,16,Single,34.8,CFO,218312.65,23614.92,5,1,No,No,Very High,10+ years,26-35
EMP1281,Operations,PhD,Life Sciences,Female,42,0,Married,24.7,Supply Chain Analyst,90948.94,8908.53,4,3,Yes,No,Medium,,36-45
EMP1282,Finance,Bachelor,Marketing,Female,41,15,Married,62.9,Financial Analyst,77688.72,1055.04,1,4,Yes,No,Medium,10+ years,36-45
EMP1283,HR,Bachelor,Life Sciences,Female,29,5,Single,21.1,HR Specialist,51469.35,7395.25,3,1,No,No,Medium,3-5 years,26-35
EMP1284,Customer Service,Master,Technical,Female,28,10,Married,7.5,Service Manager,99169.46,10011.66,2,2,No,No,Medium,6-10 years,26-35
EMP1285,HR,Master,Technical,Male,24,3,Single,13.4,HR Manager,107019.87,11473.05,1,3,No,No,High,3-5 years,18-25
EMP1286,Sales,Bachelor,Technical,Male,38,3,Divorced,16.2,Sales Manager,90945.66,628.81,4,5,No,No,Medium,3-5 years,36-45
EMP1287,Technology,High School,Technical,Male,54,3,Divorced,1.2,Software Engineer,67502.02,13129.01,4,1,Yes,No,Medium,3-5 years,46-55
EMP1288,R&D,Bachelor,Technical,Female,33,5,Single,11.8,Research Scientist,89470.17,5918.67,1,3,No,No,Medium,3-5 years,26-35
EMP1289,HR,Bachelor,Technical,Female,43,0,Divorced,18.5,HR Specialist,45727.35,815.61,4,2,Yes,Yes,Low,,36-45
EMP1290,Sales,High School,Medical,Female,43,0,Divorced,2.7,BD Manager,72665.13,13668.44,2,2,No,Yes,Medium,,36-45
EMP1291,Sales,Bachelor,Medical,Female,51,1,Single,22.8,Sales Manager,84097.92,4150.36,2,1,No,No,Medium,0-2 years,46-55
EMP1292,Operations,Bachelor,Other,Female,59,6,Married,13.1,Supply Chain Analyst,70995.8,11668.11,4,1,Yes,No,Medium,6-10 years,55+
EMP1293,Marketing,High School,Medical,Male,59,1,Single,45.6,Marketing Specialist,49300.81,5457.21,4,1,No,No,Low,0-2 years,55+
EMP1294,HR,High School,Life Sciences,Female,29,5,Single,0.7,CHRO,91779.38,9674.05,2,4,No,No,Medium,3-5 years,26-35
EMP1295,Marketing,PhD,Other,Male,48,17,Single,4.6,SEO Analyst,138270.18,8718.68,4,5,Yes,No,High,10+ years,46-55
EMP1296,Customer Service,Master,Marketing,Male,48,0,Divorced,13.8,Customer Support,55438.48,7247.69,5,3,No,No,Medium,,46-55
EMP1297,R&D,PhD,Technical,Female,55,5,Married,5.3,Research Director,157992.54,9189.17,3,2,No,No,Very High,3-5 years,46-55
EMP1298,Sales,High School,Medical,Male,42,2,Divorced,18.8,Account Executive,52991.18,1684.4,5,2,No,Yes,Medium,0-2 years,36-45
EMP1299,Technology,Bachelor,Life Sciences,Female,51,10,Divorced,21.3,DevOps,100157.33,6889.57,4,5,No,No,High,6-10 years,46-55
EMP1300,Technology,High School,Marketing,Male,54,0,Single,1.6,DevOps,74503.8,9562.2,4,1,No,No,Medium,,46-55
EMP1301,Marketing,Bachelor,Technical,Female,49,5,Divorced,10.8,SEO Analyst,61787.77,5394.44,3,1,Yes,No,Medium,3-5 years,46-55
EMP1302,Sales,PhD,Technical,Male,54,9,Married,10.7,Account Executive,130062.53,8752.1,4,2,Yes,Yes,High,6-10 years,46-55
EMP1303,Operations,PhD,Marketing,Female,26,14,Single,6.9,Supply Chain Analyst,118805.12,8859.38,3,5,No,No,High,10+ years,26-35
EMP1304,Marketing,PhD,Marketing,Male,40,5,Married,40.5,CMO,220951.96,38107.3,2,2,Yes,No,Very High,3-5 years,36-45
EMP1305,R&D,Bachelor,Marketing,Female,25,3,Married,26.4,Research Director,99089.02,4314.21,3,1,No,Yes,Medium,3-5 years,18-25
EMP1306,Marketing,Master,Life Sciences,Female,56,4,Divorced,17.9,Content Writer,64170.15,7042.65,3,3,No,No,Medium,3-5 years,55+
EMP1307,Sales,Master,Other,Female,38,10,Divorced,18.8,Sales Representative,83188.74,14266.22,5,1,Yes,Yes,Medium,6-10 years,36-45
EMP1308,HR,Master,Other,Female,49,4,Divorced,9.3,HR Manager,111705.73,14340.52,4,3,Yes,No,High,3-5 years,46-55
EMP1309,Operations,High School,Medical,Male,51,0,Single,38.1,Supply Chain Analyst,51517.66,640.46,2,4,No,No,Medium,,46-55
EMP1310,Sales,High School,Technical,Male,50,13,Divorced,17.8,Account Executive,59749.23,2053.69,1,5,No,Yes,Medium,10+ years,46-55
EMP1311,Operations,Bachelor,Medical,Male,27,5,Married,19.6,Logistics Coordinator,51401.3,5286.07,3,4,No,No,Medium,3-5 years,26-35
EMP1312,Finance,High School,Other,Male,56,5,Married,29.7,CFO,106162.91,10366.15,1,1,No,No,High,3-5 years,55+
EMP1313,Finance,Bachelor,Marketing,Male,62,1,Single,4.8,Financial Analyst,65183.75,2210.93,4,5,Yes,No,Medium,0-2 years,55+
EMP1314,Technology,PhD,Technical,Male,58,5,Divorced,24.7,Data Scientist,168824.8,5563.66,3,1,No,No,Very High,3-5 years,55+
EMP1315,Operations,Bachelor,Other,Male,45,2,Married,3.3,Supply Chain Analyst,61186.19,11077.47,1,5,Yes,Yes,Medium,0-2 years,36-45
EMP1316,R&D,High School,Technical,Male,50,5,Married,6.4,Lab Technician,39755.32,8120.24,5,5,No,No,Low,3-5 years,46-55
EMP1317,Marketing,PhD,Medical,Male,52,0,Married,6.1,CMO,211066.61,24281.47,1,1,No,No,Very High,,46-55
EMP1318,Finance,PhD,Other,Female,56,5,Married,57.6,Financial Analyst,106053.77,7603.62,5,1,No,Yes,High,3-5 years,55+
EMP1319,Marketing,Bachelor,Medical,Male,54,37,Single,29.1,Marketing Specialist,99058.23,14593.95,2,5,No,Yes,Medium,10+ years,46-55
EMP1320,Marketing,Master,Technical,Male,42,0,Married,18.1,Marketing Specialist,70012.81,6707.26,4,5,No,Yes,Medium,,36-45
EMP1321,R&D,High School,Life Sciences,Male,53,18,Married,19.5,Lab Technician,45366.43,3117.68,1,1,No,No,Low,10+ years,46-55
EMP1322,Sales,High School,Marketing,Female,44,2,Married,12.4,Account Executive,50388.9,5459.32,3,1,No,No,Medium,0-2 years,36-45
EMP1323,Marketing,Master,Medical,Female,54,10,Married,44.1,CMO,204020.79,11986.23,4,2,No,Yes,Very High,6-10 years,46-55
EMP1324,Operations,High School,Technical,Female,24,7,Married,10.3,Operations Manager,68686.75,3480.02,1,2,No,Yes,Medium,6-10 years,18-25
EMP1325,R&D,Master,Other,Male,39,4,Divorced,7.2,Lab Technician,68323.38,5450.67,3,2,No,No,Medium,3-5 years,36-45
EMP1326,Finance,Master,Medical,Female,46,6,Single,2.7,Financial Analyst,103943.73,9177.05,3,4,Yes,No,High,6-10 years,46-55
EMP1327,HR,PhD,Technical,Male,63,10,Single,23.1,HR Manager,135599.48,2290.38,3,5,Yes,No,High,6-10 years,55+
EMP1328,Marketing,PhD,Life Sciences,Male,52,2,Divorced,19.9,CMO,193906.83,22912.63,3,3,Yes,No,Very High,0-2 years,46-55
EMP1329,Technology,Bachelor,Medical,Male,24,1,Married,7.3,CTO,158178.1,6562.46,1,4,No,No,Very High,0-2 years,18-25
EMP1330,R&D,PhD,Technical,Male,61,5,Divorced,0.4,Research Director,166658.36,13340.46,2,5,Yes,Yes,Very High,3-5 years,55+
EMP1331,Sales,Master,Medical,Female,45,8,Married,27.4,BD Manager,140921.7,16380.03,5,3,No,No,High,6-10 years,36-45
EMP1332,Customer Service,Bachelor,Technical,Male,53,7,Married,0.2,Service Manager,66454.86,12052.3,5,2,No,No,Medium,6-10 years,46-55
EMP1333,Finance,High School,Marketing,Female,43,7,Married,18.2,CFO,120783.73,4025.63,5,3,Yes,No,High,6-10 years,36-45
EMP1334,Finance,Master,Technical,Male,44,2,Single,52.7,CFO,178417.26,11777.89,2,1,No,No,Very High,0-2 years,36-45
EMP1335,Customer Service,Bachelor,Technical,Female,23,8,Divorced,8.6,Service Manager,64887.49,4724.83,3,1,Yes,Yes,Medium,6-10 years,18-25
EMP1336,Operations,PhD,Technical,Female,48,0,Married,4.0,Supply Chain Analyst,95457.4,10590.85,3,5,No,Yes,Medium,,46-55
EMP1337,HR,Master,Other,Female,63,3,Divorced,18.3,CHRO,153201.05,20730.89,4,4,No,No,Very High,3-5 years,55+
EMP1338,Finance,Bachelor,Technical,Male,23,0,Married,25.5,CFO,131827.46,13423.7,5,2,No,Yes,High,,18-25
EMP1339,Finance,High School,Marketing,Female,47,1,Single,11.9,Accountant,42277.92,4692.68,5,5,Yes,No,Low,0-2 years,46-55
EMP1340,Sales,Master,Life Sciences,Male,38,2,Divorced,51.2,Account Executive,92138.16,319.6,3,2,No,No,Medium,0-2 years,36-45
EMP1341,Finance,Master,Marketing,Male,61,2,Divorced,0.8,Accountant,67298.76,2259.76,5,1,No,No,Medium,0-2 years,55+
EMP1342,R&D,Bachelor,Life Sciences,Female,54,5,Single,10.5,Lab Technician,48062.84,2912.36,3,4,No,No,Low,3-5 years,46-55
EMP1343,Operations,Bachelor,Other,Male,30,2,Single,19.0,Supply Chain Analyst,65897.05,4752.29,3,4,No,No,Medium,0-2 years,26-35
EMP1344,HR,PhD,Other,Male,64,2,Single,29.8,CHRO,185378.99,7932.79,3,1,Yes,No,Very High,0-2 years,55+
EMP1345,Technology,PhD,Other,Male,60,1,Married,3.0,Data Scientist,147634.12,4682.12,1,3,No,No,High,0-2 years,55+
EMP1346,HR,Master,Life Sciences,Male,50,2,Married,24.1,HR Specialist,70235.77,6175.59,1,4,No,Yes,Medium,0-2 years,46-55
EMP1347,Operations,High School,Marketing,Male,63,1,Divorced,12.1,Supply Chain Analyst,49619.89,3178.96,1,3,Yes,No,Low,0-2 years,55+
EMP1348,R&D,PhD,Medical,Female,47,0,Married,7.6,Research Scientist,127109.85,9196.52,1,2,No,Yes,High,,46-55
EMP1349,Operations,High School,Other,Male,56,4,Single,2.1,Logistics Coordinator,40707.56,363.49,2,4,No,No,Low,3-5 years,55+
EMP1350,Sales,Bachelor,Life Sciences,Male,46,5,Divorced,30.1,BD Manager,106801.26,7861.2,4,1,No,No,High,3-5 years,46-55
EMP1351,Technology,Bachelor,Marketing,Male,45,4,Married,2.6,Software Engineer,86195.71,1190.94,4,3,Yes,Yes,Medium,3-5 years,36-45
EMP1352,HR,PhD,Other,Male,34,3,Single,5.6,Recruiter,70720.89,4908.6,3,2,Yes,No,Medium,3-5 years,26-35
EMP1353,Marketing,Master,Technical,Female,28,2,Single,5.1,SEO Analyst,77247.87,4673.26,5,2,No,No,Medium,0-2 years,26-35
EMP1354,HR,Bachelor,Marketing,Male,57,9,Married,30.8,HR Specialist,58045.37,2941.07,1,4,No,No,Medium,6-10 years,55+
EMP1355,Sales,High School,Life Sciences,Female,41,3,Divorced,16.8,BD Manager,82159.91,1898.3,4,4,Yes,No,Medium,3-5 years,36-45
EMP1356,Technology,Master,Medical,Female,22,3,Married,23.9,Software Engineer,110542.23,17434.37,4,5,No,No,High,3-5 years,18-25
EMP1357,R&D,PhD,Medical,Female,29,0,Married,4.3,Research Scientist,114916.43,8594.79,1,5,Yes,Yes,High,,26-35
EMP1358,Operations,Bachelor,Medical,Male,37,2,Single,14.7,Logistics Coordinator,42180.51,2033.48,2,4,No,Yes,Low,0-2 years,36-45
EMP1359,Operations,PhD,Technical,Male,35,2,Divorced,12.7,Supply Chain Analyst,99764.9,8320.57,2,5,No,Yes,Medium,0-2 years,26-35
EMP1360,R&D,Master,Marketing,Male,33,2,Married,26.8,Lab Technician,58231.5,1418.05,4,1,No,Yes,Medium,0-2 years,26-35
EMP1361,Technology,Master,Other,Female,44,4,Divorced,35.5,Software Engineer,117590.24,10084.18,2,1,No,Yes,High,3-5 years,36-45
EMP1362,R&D,Master,Marketing,Female,36,3,Divorced,0.2,Research Director,118445.96,3607.24,1,5,No,No,High,3-5 years,36-45
EMP1363,Finance,High School,Medical,Male,49,4,Single,16.8,Accountant,48326.2,394.46,4,4,No,Yes,Low,3-5 years,46-55
EMP1364,HR,Master,Technical,Female,55,7,Single,0.8,HR Specialist,80642.65,1910.0,1,1,No,No,Medium,6-10 years,46-55
EMP1365,Sales,Master,Medical,Female,23,8,Single,11.9,Sales Manager,119833.16,17700.05,2,2,No,Yes,High,6-10 years,18-25
EMP1366,R&D,Bachelor,Life Sciences,Female,53,6,Married,5.1,Lab Technician,50114.23,601.7,1,4,Yes,Yes,Medium,6-10 years,46-55
EMP1367,Sales,High School,Marketing,Female,44,15,Married,5.5,Sales Manager,81176.34,1927.68,2,3,No,No,Medium,10+ years,36-45
EMP1368,Finance,High School,Technical,Female,43,0,Divorced,6.5,Controller,69709.27,523.76,2,3,Yes,Yes,Medium,,36-45
EMP1369,Operations,PhD,Medical,Female,46,1,Married,14.6,Logistics Coordinator,74182.21,5105.53,1,4,No,Yes,Medium,0-2 years,46-55
EMP1370,R&D,Master,Technical,Female,43,0,Single,6.1,Lab Technician,57416.18,1244.61,2,5,Yes,No,Medium,,36-45
EMP1371,Technology,Bachelor,Life Sciences,Female,43,5,Married,19.8,Software Engineer,88376.24,675.44,3,1,No,No,Medium,3-5 years,36-45
EMP1372,Operations,PhD,Life Sciences,Male,63,11,Divorced,7.8,Operations Manager,147477.59,24567.37,1,1,Yes,Yes,High,10+ years,55+
